,student_id,problem_id,condition,skill_name,correct
52,Stu_002769db730fa4d61ed6f962b38eab6f,77,ErrEx,1,0
53,Stu_002769db730fa4d61ed6f962b38eab6f,78,ErrEx,1,1
54,Stu_002769db730fa4d61ed6f962b38eab6f,79,ErrEx,1,0
55,Stu_002769db730fa4d61ed6f962b38eab6f,80,ErrEx,1,0
56,Stu_002769db730fa4d61ed6f962b38eab6f,81,ErrEx,2,1
57,Stu_002769db730fa4d61ed6f962b38eab6f,82,ErrEx,2,1
58,Stu_002769db730fa4d61ed6f962b38eab6f,83,ErrEx,2,1
59,Stu_002769db730fa4d61ed6f962b38eab6f,84,ErrEx,2,1
60,Stu_002769db730fa4d61ed6f962b38eab6f,85,ErrEx,2,1
61,Stu_002769db730fa4d61ed6f962b38eab6f,87,ErrEx,2,1
62,Stu_002769db730fa4d61ed6f962b38eab6f,91,ErrEx,4,0
63,Stu_002769db730fa4d61ed6f962b38eab6f,92,ErrEx,4,0
64,Stu_002769db730fa4d61ed6f962b38eab6f,93,ErrEx,4,1
65,Stu_002769db730fa4d61ed6f962b38eab6f,94,ErrEx,4,1
66,Stu_002769db730fa4d61ed6f962b38eab6f,95,ErrEx,4,0
67,Stu_002769db730fa4d61ed6f962b38eab6f,96,ErrEx,4,1
68,Stu_002769db730fa4d61ed6f962b38eab6f,97,ErrEx,4,0
69,Stu_002769db730fa4d61ed6f962b38eab6f,98,ErrEx,4,1
70,Stu_002769db730fa4d61ed6f962b38eab6f,99,ErrEx,4,1
71,Stu_002769db730fa4d61ed6f962b38eab6f,100,ErrEx,4,1
72,Stu_002769db730fa4d61ed6f962b38eab6f,102,ErrEx,4,0
73,Stu_002769db730fa4d61ed6f962b38eab6f,106,ErrEx,1,1
74,Stu_002769db730fa4d61ed6f962b38eab6f,107,ErrEx,1,1
75,Stu_002769db730fa4d61ed6f962b38eab6f,108,ErrEx,1,1
76,Stu_002769db730fa4d61ed6f962b38eab6f,109,ErrEx,1,1
77,Stu_002769db730fa4d61ed6f962b38eab6f,110,ErrEx,1,0
78,Stu_002769db730fa4d61ed6f962b38eab6f,111,ErrEx,1,0
79,Stu_002769db730fa4d61ed6f962b38eab6f,112,ErrEx,1,1
80,Stu_002769db730fa4d61ed6f962b38eab6f,113,ErrEx,1,1
81,Stu_002769db730fa4d61ed6f962b38eab6f,114,ErrEx,1,1
82,Stu_002769db730fa4d61ed6f962b38eab6f,115,ErrEx,1,1
83,Stu_002769db730fa4d61ed6f962b38eab6f,117,ErrEx,1,1
84,Stu_002769db730fa4d61ed6f962b38eab6f,121,ErrEx,1,1
85,Stu_002769db730fa4d61ed6f962b38eab6f,122,ErrEx,1,1
86,Stu_002769db730fa4d61ed6f962b38eab6f,123,ErrEx,1,1
87,Stu_002769db730fa4d61ed6f962b38eab6f,124,ErrEx,1,1
88,Stu_002769db730fa4d61ed6f962b38eab6f,126,ErrEx,2,1
89,Stu_002769db730fa4d61ed6f962b38eab6f,127,ErrEx,2,1
90,Stu_002769db730fa4d61ed6f962b38eab6f,128,ErrEx,2,1
91,Stu_002769db730fa4d61ed6f962b38eab6f,129,ErrEx,2,1
92,Stu_002769db730fa4d61ed6f962b38eab6f,132,ErrEx,2,1
93,Stu_002769db730fa4d61ed6f962b38eab6f,136,ErrEx,1,1
94,Stu_002769db730fa4d61ed6f962b38eab6f,137,ErrEx,1,1
95,Stu_002769db730fa4d61ed6f962b38eab6f,138,ErrEx,1,1
96,Stu_002769db730fa4d61ed6f962b38eab6f,139,ErrEx,1,1
97,Stu_002769db730fa4d61ed6f962b38eab6f,140,ErrEx,1,1
98,Stu_002769db730fa4d61ed6f962b38eab6f,141,ErrEx,1,1
99,Stu_002769db730fa4d61ed6f962b38eab6f,142,ErrEx,1,0
100,Stu_002769db730fa4d61ed6f962b38eab6f,143,ErrEx,1,0
101,Stu_002769db730fa4d61ed6f962b38eab6f,144,ErrEx,1,1
102,Stu_002769db730fa4d61ed6f962b38eab6f,145,ErrEx,1,1
103,Stu_002769db730fa4d61ed6f962b38eab6f,147,ErrEx,1,1
104,Stu_002769db730fa4d61ed6f962b38eab6f,151,ErrEx,3,1
105,Stu_002769db730fa4d61ed6f962b38eab6f,152,ErrEx,3,0
106,Stu_002769db730fa4d61ed6f962b38eab6f,154,ErrEx,3,1
107,Stu_002769db730fa4d61ed6f962b38eab6f,156,ErrEx,3,0
108,Stu_002769db730fa4d61ed6f962b38eab6f,157,ErrEx,3,0
109,Stu_002769db730fa4d61ed6f962b38eab6f,159,ErrEx,3,1
110,Stu_002769db730fa4d61ed6f962b38eab6f,162,ErrEx,3,0
111,Stu_002769db730fa4d61ed6f962b38eab6f,166,ErrEx,1,1
112,Stu_002769db730fa4d61ed6f962b38eab6f,167,ErrEx,1,1
113,Stu_002769db730fa4d61ed6f962b38eab6f,168,ErrEx,1,1
114,Stu_002769db730fa4d61ed6f962b38eab6f,169,ErrEx,1,0
115,Stu_002769db730fa4d61ed6f962b38eab6f,171,ErrEx,1,1
116,Stu_002769db730fa4d61ed6f962b38eab6f,172,ErrEx,1,1
117,Stu_002769db730fa4d61ed6f962b38eab6f,173,ErrEx,1,1
118,Stu_002769db730fa4d61ed6f962b38eab6f,174,ErrEx,1,0
119,Stu_002769db730fa4d61ed6f962b38eab6f,177,ErrEx,1,0
120,Stu_002769db730fa4d61ed6f962b38eab6f,181,ErrEx,1,0
121,Stu_002769db730fa4d61ed6f962b38eab6f,182,ErrEx,1,1
122,Stu_002769db730fa4d61ed6f962b38eab6f,183,ErrEx,1,1
123,Stu_002769db730fa4d61ed6f962b38eab6f,184,ErrEx,1,0
124,Stu_002769db730fa4d61ed6f962b38eab6f,186,ErrEx,1,1
125,Stu_002769db730fa4d61ed6f962b38eab6f,187,ErrEx,1,1
126,Stu_002769db730fa4d61ed6f962b38eab6f,188,ErrEx,1,1
127,Stu_002769db730fa4d61ed6f962b38eab6f,189,ErrEx,1,1
128,Stu_002769db730fa4d61ed6f962b38eab6f,192,ErrEx,1,1
129,Stu_002769db730fa4d61ed6f962b38eab6f,196,ErrEx,2,0
130,Stu_002769db730fa4d61ed6f962b38eab6f,197,ErrEx,2,0
131,Stu_002769db730fa4d61ed6f962b38eab6f,198,ErrEx,2,1
132,Stu_002769db730fa4d61ed6f962b38eab6f,199,ErrEx,2,1
133,Stu_002769db730fa4d61ed6f962b38eab6f,201,ErrEx,1,0
134,Stu_002769db730fa4d61ed6f962b38eab6f,202,ErrEx,1,1
135,Stu_002769db730fa4d61ed6f962b38eab6f,203,ErrEx,1,1
136,Stu_002769db730fa4d61ed6f962b38eab6f,204,ErrEx,1,1
137,Stu_002769db730fa4d61ed6f962b38eab6f,207,ErrEx,2,0
138,Stu_002769db730fa4d61ed6f962b38eab6f,211,ErrEx,1,0
139,Stu_002769db730fa4d61ed6f962b38eab6f,212,ErrEx,1,0
140,Stu_002769db730fa4d61ed6f962b38eab6f,211,ErrEx,1,0
141,Stu_002769db730fa4d61ed6f962b38eab6f,212,ErrEx,1,0
142,Stu_002769db730fa4d61ed6f962b38eab6f,213,ErrEx,1,0
143,Stu_002769db730fa4d61ed6f962b38eab6f,214,ErrEx,1,1
144,Stu_002769db730fa4d61ed6f962b38eab6f,216,ErrEx,4,0
145,Stu_002769db730fa4d61ed6f962b38eab6f,217,ErrEx,4,0
146,Stu_002769db730fa4d61ed6f962b38eab6f,218,ErrEx,4,1
147,Stu_002769db730fa4d61ed6f962b38eab6f,219,ErrEx,4,1
148,Stu_002769db730fa4d61ed6f962b38eab6f,222,ErrEx,3,0
149,Stu_002769db730fa4d61ed6f962b38eab6f,226,ErrEx,2,1
150,Stu_002769db730fa4d61ed6f962b38eab6f,227,ErrEx,2,1
151,Stu_002769db730fa4d61ed6f962b38eab6f,228,ErrEx,2,0
152,Stu_002769db730fa4d61ed6f962b38eab6f,229,ErrEx,2,1
153,Stu_002769db730fa4d61ed6f962b38eab6f,231,ErrEx,2,0
154,Stu_002769db730fa4d61ed6f962b38eab6f,232,ErrEx,2,1
155,Stu_002769db730fa4d61ed6f962b38eab6f,233,ErrEx,2,1
156,Stu_002769db730fa4d61ed6f962b38eab6f,234,ErrEx,2,1
157,Stu_002769db730fa4d61ed6f962b38eab6f,237,ErrEx,3,0
158,Stu_011b4d60b1589e545adb9ae7d5ad6f14,1,ErrEx,1,1
159,Stu_011b4d60b1589e545adb9ae7d5ad6f14,2,ErrEx,1,0
160,Stu_011b4d60b1589e545adb9ae7d5ad6f14,3,ErrEx,1,1
161,Stu_011b4d60b1589e545adb9ae7d5ad6f14,4,ErrEx,1,1
162,Stu_011b4d60b1589e545adb9ae7d5ad6f14,6,ErrEx,1,1
163,Stu_011b4d60b1589e545adb9ae7d5ad6f14,7,ErrEx,1,1
164,Stu_011b4d60b1589e545adb9ae7d5ad6f14,8,ErrEx,1,1
165,Stu_011b4d60b1589e545adb9ae7d5ad6f14,9,ErrEx,1,1
166,Stu_011b4d60b1589e545adb9ae7d5ad6f14,10,ErrEx,1,1
167,Stu_011b4d60b1589e545adb9ae7d5ad6f14,12,ErrEx,1,1
168,Stu_011b4d60b1589e545adb9ae7d5ad6f14,16,ErrEx,2,0
169,Stu_011b4d60b1589e545adb9ae7d5ad6f14,17,ErrEx,2,1
170,Stu_011b4d60b1589e545adb9ae7d5ad6f14,18,ErrEx,2,1
171,Stu_011b4d60b1589e545adb9ae7d5ad6f14,19,ErrEx,2,1
172,Stu_011b4d60b1589e545adb9ae7d5ad6f14,20,ErrEx,2,1
173,Stu_011b4d60b1589e545adb9ae7d5ad6f14,21,ErrEx,2,1
174,Stu_011b4d60b1589e545adb9ae7d5ad6f14,22,ErrEx,2,1
175,Stu_011b4d60b1589e545adb9ae7d5ad6f14,23,ErrEx,2,1
176,Stu_011b4d60b1589e545adb9ae7d5ad6f14,24,ErrEx,2,1
177,Stu_011b4d60b1589e545adb9ae7d5ad6f14,25,ErrEx,2,1
178,Stu_011b4d60b1589e545adb9ae7d5ad6f14,27,ErrEx,2,1
179,Stu_011b4d60b1589e545adb9ae7d5ad6f14,31,ErrEx,3,1
180,Stu_011b4d60b1589e545adb9ae7d5ad6f14,32,ErrEx,3,0
181,Stu_011b4d60b1589e545adb9ae7d5ad6f14,33,ErrEx,3,1
182,Stu_011b4d60b1589e545adb9ae7d5ad6f14,34,ErrEx,3,1
183,Stu_011b4d60b1589e545adb9ae7d5ad6f14,35,ErrEx,3,1
184,Stu_011b4d60b1589e545adb9ae7d5ad6f14,36,ErrEx,3,1
185,Stu_011b4d60b1589e545adb9ae7d5ad6f14,37,ErrEx,3,0
186,Stu_011b4d60b1589e545adb9ae7d5ad6f14,38,ErrEx,3,1
187,Stu_011b4d60b1589e545adb9ae7d5ad6f14,39,ErrEx,3,1
188,Stu_011b4d60b1589e545adb9ae7d5ad6f14,42,ErrEx,3,0
189,Stu_011b4d60b1589e545adb9ae7d5ad6f14,46,ErrEx,2,1
190,Stu_011b4d60b1589e545adb9ae7d5ad6f14,47,ErrEx,2,1
191,Stu_011b4d60b1589e545adb9ae7d5ad6f14,48,ErrEx,2,1
192,Stu_011b4d60b1589e545adb9ae7d5ad6f14,49,ErrEx,2,1
193,Stu_011b4d60b1589e545adb9ae7d5ad6f14,51,ErrEx,2,0
194,Stu_011b4d60b1589e545adb9ae7d5ad6f14,52,ErrEx,2,1
195,Stu_011b4d60b1589e545adb9ae7d5ad6f14,53,ErrEx,2,1
196,Stu_011b4d60b1589e545adb9ae7d5ad6f14,54,ErrEx,2,1
197,Stu_011b4d60b1589e545adb9ae7d5ad6f14,57,ErrEx,2,1
198,Stu_011b4d60b1589e545adb9ae7d5ad6f14,61,ErrEx,2,0
199,Stu_011b4d60b1589e545adb9ae7d5ad6f14,62,ErrEx,2,1
200,Stu_011b4d60b1589e545adb9ae7d5ad6f14,63,ErrEx,2,1
201,Stu_011b4d60b1589e545adb9ae7d5ad6f14,64,ErrEx,2,1
202,Stu_011b4d60b1589e545adb9ae7d5ad6f14,65,ErrEx,2,1
203,Stu_011b4d60b1589e545adb9ae7d5ad6f14,66,ErrEx,2,0
204,Stu_011b4d60b1589e545adb9ae7d5ad6f14,67,ErrEx,2,1
205,Stu_011b4d60b1589e545adb9ae7d5ad6f14,68,ErrEx,2,1
206,Stu_011b4d60b1589e545adb9ae7d5ad6f14,69,ErrEx,2,1
207,Stu_011b4d60b1589e545adb9ae7d5ad6f14,70,ErrEx,2,1
208,Stu_011b4d60b1589e545adb9ae7d5ad6f14,72,ErrEx,2,0
209,Stu_011b4d60b1589e545adb9ae7d5ad6f14,76,ErrEx,1,0
210,Stu_011b4d60b1589e545adb9ae7d5ad6f14,77,ErrEx,1,1
211,Stu_011b4d60b1589e545adb9ae7d5ad6f14,78,ErrEx,1,1
212,Stu_011b4d60b1589e545adb9ae7d5ad6f14,79,ErrEx,1,1
213,Stu_011b4d60b1589e545adb9ae7d5ad6f14,80,ErrEx,1,1
214,Stu_011b4d60b1589e545adb9ae7d5ad6f14,81,ErrEx,2,1
215,Stu_011b4d60b1589e545adb9ae7d5ad6f14,82,ErrEx,2,0
216,Stu_011b4d60b1589e545adb9ae7d5ad6f14,83,ErrEx,2,1
217,Stu_011b4d60b1589e545adb9ae7d5ad6f14,84,ErrEx,2,0
218,Stu_011b4d60b1589e545adb9ae7d5ad6f14,85,ErrEx,2,1
219,Stu_011b4d60b1589e545adb9ae7d5ad6f14,87,ErrEx,2,1
220,Stu_011b4d60b1589e545adb9ae7d5ad6f14,91,ErrEx,4,1
221,Stu_011b4d60b1589e545adb9ae7d5ad6f14,92,ErrEx,4,0
222,Stu_011b4d60b1589e545adb9ae7d5ad6f14,93,ErrEx,4,1
223,Stu_011b4d60b1589e545adb9ae7d5ad6f14,94,ErrEx,4,1
224,Stu_011b4d60b1589e545adb9ae7d5ad6f14,95,ErrEx,4,1
225,Stu_011b4d60b1589e545adb9ae7d5ad6f14,96,ErrEx,4,1
226,Stu_011b4d60b1589e545adb9ae7d5ad6f14,97,ErrEx,4,0
227,Stu_011b4d60b1589e545adb9ae7d5ad6f14,98,ErrEx,4,1
228,Stu_011b4d60b1589e545adb9ae7d5ad6f14,99,ErrEx,4,1
229,Stu_011b4d60b1589e545adb9ae7d5ad6f14,100,ErrEx,4,1
230,Stu_011b4d60b1589e545adb9ae7d5ad6f14,102,ErrEx,4,0
231,Stu_011b4d60b1589e545adb9ae7d5ad6f14,106,ErrEx,1,1
232,Stu_011b4d60b1589e545adb9ae7d5ad6f14,107,ErrEx,1,1
233,Stu_011b4d60b1589e545adb9ae7d5ad6f14,108,ErrEx,1,1
234,Stu_011b4d60b1589e545adb9ae7d5ad6f14,109,ErrEx,1,1
235,Stu_011b4d60b1589e545adb9ae7d5ad6f14,110,ErrEx,1,0
236,Stu_011b4d60b1589e545adb9ae7d5ad6f14,111,ErrEx,1,1
237,Stu_011b4d60b1589e545adb9ae7d5ad6f14,112,ErrEx,1,1
238,Stu_011b4d60b1589e545adb9ae7d5ad6f14,113,ErrEx,1,0
239,Stu_011b4d60b1589e545adb9ae7d5ad6f14,114,ErrEx,1,1
240,Stu_011b4d60b1589e545adb9ae7d5ad6f14,115,ErrEx,1,1
241,Stu_011b4d60b1589e545adb9ae7d5ad6f14,117,ErrEx,1,1
242,Stu_011b4d60b1589e545adb9ae7d5ad6f14,121,ErrEx,1,1
243,Stu_011b4d60b1589e545adb9ae7d5ad6f14,122,ErrEx,1,1
244,Stu_011b4d60b1589e545adb9ae7d5ad6f14,123,ErrEx,1,1
245,Stu_011b4d60b1589e545adb9ae7d5ad6f14,124,ErrEx,1,1
246,Stu_011b4d60b1589e545adb9ae7d5ad6f14,126,ErrEx,2,1
247,Stu_011b4d60b1589e545adb9ae7d5ad6f14,127,ErrEx,2,1
248,Stu_011b4d60b1589e545adb9ae7d5ad6f14,128,ErrEx,2,1
249,Stu_011b4d60b1589e545adb9ae7d5ad6f14,129,ErrEx,2,1
250,Stu_011b4d60b1589e545adb9ae7d5ad6f14,132,ErrEx,2,1
251,Stu_011b4d60b1589e545adb9ae7d5ad6f14,136,ErrEx,1,0
252,Stu_011b4d60b1589e545adb9ae7d5ad6f14,137,ErrEx,1,1
253,Stu_011b4d60b1589e545adb9ae7d5ad6f14,138,ErrEx,1,1
254,Stu_011b4d60b1589e545adb9ae7d5ad6f14,139,ErrEx,1,1
255,Stu_011b4d60b1589e545adb9ae7d5ad6f14,140,ErrEx,1,1
256,Stu_011b4d60b1589e545adb9ae7d5ad6f14,141,ErrEx,1,0
257,Stu_011b4d60b1589e545adb9ae7d5ad6f14,142,ErrEx,1,1
258,Stu_011b4d60b1589e545adb9ae7d5ad6f14,143,ErrEx,1,1
259,Stu_011b4d60b1589e545adb9ae7d5ad6f14,144,ErrEx,1,1
260,Stu_011b4d60b1589e545adb9ae7d5ad6f14,145,ErrEx,1,1
261,Stu_011b4d60b1589e545adb9ae7d5ad6f14,147,ErrEx,1,1
262,Stu_011b4d60b1589e545adb9ae7d5ad6f14,151,ErrEx,3,1
263,Stu_011b4d60b1589e545adb9ae7d5ad6f14,152,ErrEx,3,0
264,Stu_011b4d60b1589e545adb9ae7d5ad6f14,154,ErrEx,3,1
265,Stu_011b4d60b1589e545adb9ae7d5ad6f14,156,ErrEx,3,1
266,Stu_011b4d60b1589e545adb9ae7d5ad6f14,157,ErrEx,3,0
267,Stu_011b4d60b1589e545adb9ae7d5ad6f14,159,ErrEx,3,1
268,Stu_011b4d60b1589e545adb9ae7d5ad6f14,162,ErrEx,3,0
269,Stu_011b4d60b1589e545adb9ae7d5ad6f14,166,ErrEx,1,0
270,Stu_011b4d60b1589e545adb9ae7d5ad6f14,167,ErrEx,1,1
271,Stu_011b4d60b1589e545adb9ae7d5ad6f14,168,ErrEx,1,1
272,Stu_011b4d60b1589e545adb9ae7d5ad6f14,169,ErrEx,1,0
273,Stu_011b4d60b1589e545adb9ae7d5ad6f14,171,ErrEx,1,0
274,Stu_011b4d60b1589e545adb9ae7d5ad6f14,172,ErrEx,1,1
275,Stu_011b4d60b1589e545adb9ae7d5ad6f14,173,ErrEx,1,1
276,Stu_011b4d60b1589e545adb9ae7d5ad6f14,174,ErrEx,1,0
277,Stu_011b4d60b1589e545adb9ae7d5ad6f14,177,ErrEx,1,1
278,Stu_020a0dc2d7846c787a883c55da7b521f,2,PS,1,0
279,Stu_020a0dc2d7846c787a883c55da7b521f,4,PS,1,1
280,Stu_020a0dc2d7846c787a883c55da7b521f,7,PS,1,0
281,Stu_020a0dc2d7846c787a883c55da7b521f,9,PS,1,0
282,Stu_020a0dc2d7846c787a883c55da7b521f,10,PS,1,1
283,Stu_020a0dc2d7846c787a883c55da7b521f,12,PS,1,0
284,Stu_020a0dc2d7846c787a883c55da7b521f,12,PS,1,0
285,Stu_020a0dc2d7846c787a883c55da7b521f,17,PS,2,0
286,Stu_020a0dc2d7846c787a883c55da7b521f,19,PS,2,0
287,Stu_020a0dc2d7846c787a883c55da7b521f,20,PS,2,1
288,Stu_020a0dc2d7846c787a883c55da7b521f,22,PS,2,1
289,Stu_020a0dc2d7846c787a883c55da7b521f,24,PS,2,0
290,Stu_020a0dc2d7846c787a883c55da7b521f,25,PS,2,0
291,Stu_020a0dc2d7846c787a883c55da7b521f,27,PS,2,1
292,Stu_020a0dc2d7846c787a883c55da7b521f,32,PS,3,0
293,Stu_020a0dc2d7846c787a883c55da7b521f,34,PS,3,0
294,Stu_020a0dc2d7846c787a883c55da7b521f,35,PS,3,0
295,Stu_020a0dc2d7846c787a883c55da7b521f,37,PS,3,0
296,Stu_020a0dc2d7846c787a883c55da7b521f,39,PS,3,1
297,Stu_020a0dc2d7846c787a883c55da7b521f,40,PS,3,0
298,Stu_020a0dc2d7846c787a883c55da7b521f,42,PS,3,0
299,Stu_020a0dc2d7846c787a883c55da7b521f,47,PS,2,1
300,Stu_020a0dc2d7846c787a883c55da7b521f,49,PS,2,1
301,Stu_020a0dc2d7846c787a883c55da7b521f,52,PS,2,1
302,Stu_020a0dc2d7846c787a883c55da7b521f,54,PS,2,0
303,Stu_020a0dc2d7846c787a883c55da7b521f,57,PS,2,0
304,Stu_020a0dc2d7846c787a883c55da7b521f,62,PS,2,0
305,Stu_020a0dc2d7846c787a883c55da7b521f,64,PS,2,1
306,Stu_020a0dc2d7846c787a883c55da7b521f,65,PS,2,1
307,Stu_020a0dc2d7846c787a883c55da7b521f,67,PS,2,0
308,Stu_020a0dc2d7846c787a883c55da7b521f,69,PS,2,0
309,Stu_020a0dc2d7846c787a883c55da7b521f,72,PS,2,0
310,Stu_020a0dc2d7846c787a883c55da7b521f,77,PS,1,0
311,Stu_020a0dc2d7846c787a883c55da7b521f,79,PS,1,0
312,Stu_020a0dc2d7846c787a883c55da7b521f,80,PS,1,1
313,Stu_020a0dc2d7846c787a883c55da7b521f,82,PS,2,0
314,Stu_020a0dc2d7846c787a883c55da7b521f,84,PS,2,0
315,Stu_020a0dc2d7846c787a883c55da7b521f,85,PS,2,0
316,Stu_020a0dc2d7846c787a883c55da7b521f,87,PS,2,0
317,Stu_020a0dc2d7846c787a883c55da7b521f,92,PS,4,0
318,Stu_020a0dc2d7846c787a883c55da7b521f,94,PS,4,0
319,Stu_020a0dc2d7846c787a883c55da7b521f,95,PS,4,0
320,Stu_020a0dc2d7846c787a883c55da7b521f,97,PS,4,0
321,Stu_020a0dc2d7846c787a883c55da7b521f,99,PS,4,0
322,Stu_020a0dc2d7846c787a883c55da7b521f,100,PS,4,0
323,Stu_020a0dc2d7846c787a883c55da7b521f,102,PS,4,0
324,Stu_020a0dc2d7846c787a883c55da7b521f,107,PS,1,0
325,Stu_020a0dc2d7846c787a883c55da7b521f,109,PS,1,1
326,Stu_020a0dc2d7846c787a883c55da7b521f,110,PS,1,0
327,Stu_020a0dc2d7846c787a883c55da7b521f,112,PS,1,0
328,Stu_020a0dc2d7846c787a883c55da7b521f,114,PS,1,0
329,Stu_020a0dc2d7846c787a883c55da7b521f,115,PS,1,0
330,Stu_020a0dc2d7846c787a883c55da7b521f,117,PS,1,0
331,Stu_020a0dc2d7846c787a883c55da7b521f,122,PS,1,1
332,Stu_020a0dc2d7846c787a883c55da7b521f,124,PS,1,0
333,Stu_020a0dc2d7846c787a883c55da7b521f,127,PS,2,0
334,Stu_020a0dc2d7846c787a883c55da7b521f,129,PS,2,0
335,Stu_020a0dc2d7846c787a883c55da7b521f,132,PS,2,0
336,Stu_020a0dc2d7846c787a883c55da7b521f,137,PS,1,0
337,Stu_020a0dc2d7846c787a883c55da7b521f,139,PS,1,0
338,Stu_020a0dc2d7846c787a883c55da7b521f,140,PS,1,0
339,Stu_020a0dc2d7846c787a883c55da7b521f,142,PS,1,1
340,Stu_020a0dc2d7846c787a883c55da7b521f,144,PS,1,0
341,Stu_020a0dc2d7846c787a883c55da7b521f,147,PS,1,0
342,Stu_020a0dc2d7846c787a883c55da7b521f,152,PS,3,0
343,Stu_020a0dc2d7846c787a883c55da7b521f,154,PS,3,1
344,Stu_020a0dc2d7846c787a883c55da7b521f,155,PS,3,0
345,Stu_020a0dc2d7846c787a883c55da7b521f,157,PS,3,0
346,Stu_020a0dc2d7846c787a883c55da7b521f,159,PS,3,0
347,Stu_020a0dc2d7846c787a883c55da7b521f,160,PS,3,0
348,Stu_020a0dc2d7846c787a883c55da7b521f,162,PS,3,0
349,Stu_020a0dc2d7846c787a883c55da7b521f,167,PS,1,0
350,Stu_020a0dc2d7846c787a883c55da7b521f,169,PS,1,0
351,Stu_020a0dc2d7846c787a883c55da7b521f,172,PS,1,1
352,Stu_020a0dc2d7846c787a883c55da7b521f,174,PS,1,0
353,Stu_020a0dc2d7846c787a883c55da7b521f,177,PS,1,0
