student_id,problem_id,condition,skill_name,correct
1,128,ErrEx,2,1
1,129,ErrEx,2,1
1,132,ErrEx,2,1
1,136,ErrEx,1,1
1,137,ErrEx,1,1
1,138,ErrEx,1,1
1,139,ErrEx,1,1
1,140,ErrEx,1,1
1,141,ErrEx,1,1
1,142,ErrEx,1,0
1,143,ErrEx,1,0
1,144,ErrEx,1,1
1,145,ErrEx,1,1
1,147,ErrEx,1,1
1,151,ErrEx,3,1
1,152,ErrEx,3,0
1,154,ErrEx,3,1
1,156,ErrEx,3,0
1,157,ErrEx,3,0
1,159,ErrEx,3,1
1,162,ErrEx,3,0
1,166,ErrEx,1,1
1,167,ErrEx,1,1
1,168,ErrEx,1,1
1,169,ErrEx,1,0
1,171,ErrEx,1,1
1,172,ErrEx,1,1
1,173,ErrEx,1,1
1,174,ErrEx,1,0
1,177,ErrEx,1,0
1,181,ErrEx,1,0
1,182,ErrEx,1,1
1,183,ErrEx,1,1
1,184,ErrEx,1,0
1,186,ErrEx,1,1
1,187,ErrEx,1,1
1,188,ErrEx,1,1
1,189,ErrEx,1,1
1,192,ErrEx,1,1
1,196,ErrEx,2,0
1,197,ErrEx,2,0
1,198,ErrEx,2,1
1,199,ErrEx,2,1
1,201,ErrEx,1,0
1,202,ErrEx,1,1
1,203,ErrEx,1,1
1,204,ErrEx,1,1
1,207,ErrEx,2,0
1,211,ErrEx,1,0
1,212,ErrEx,1,0
1,211,ErrEx,1,0
1,212,ErrEx,1,0
1,213,ErrEx,1,0
1,214,ErrEx,1,1
1,216,ErrEx,4,0
1,217,ErrEx,4,0
1,218,ErrEx,4,1
1,219,ErrEx,4,1
1,222,ErrEx,3,0
1,226,ErrEx,2,1
1,227,ErrEx,2,1
1,228,ErrEx,2,0
1,229,ErrEx,2,1
1,231,ErrEx,2,0
1,232,ErrEx,2,1
1,233,ErrEx,2,1
1,234,ErrEx,2,1
1,237,ErrEx,3,0
2,1,ErrEx,1,1
2,2,ErrEx,1,0
2,3,ErrEx,1,1
2,4,ErrEx,1,1
2,6,ErrEx,1,1
2,7,ErrEx,1,1
2,8,ErrEx,1,1
2,9,ErrEx,1,1
2,10,ErrEx,1,1
2,12,ErrEx,1,1
2,16,ErrEx,2,0
2,17,ErrEx,2,1
2,18,ErrEx,2,1
2,19,ErrEx,2,1
2,20,ErrEx,2,1
2,21,ErrEx,2,1
2,22,ErrEx,2,1
2,23,ErrEx,2,1
2,24,ErrEx,2,1
2,25,ErrEx,2,1
2,27,ErrEx,2,1
2,31,ErrEx,3,1
2,32,ErrEx,3,0
2,33,ErrEx,3,1
2,34,ErrEx,3,1
2,35,ErrEx,3,1
2,36,ErrEx,3,1
2,37,ErrEx,3,0
2,38,ErrEx,3,1
2,39,ErrEx,3,1
2,42,ErrEx,3,0
2,46,ErrEx,2,1
2,47,ErrEx,2,1
2,48,ErrEx,2,1
2,49,ErrEx,2,1
2,51,ErrEx,2,0
2,52,ErrEx,2,1
2,53,ErrEx,2,1
2,54,ErrEx,2,1
2,57,ErrEx,2,1
2,61,ErrEx,2,0
2,62,ErrEx,2,1
2,63,ErrEx,2,1
2,64,ErrEx,2,1
2,65,ErrEx,2,1
2,66,ErrEx,2,0
2,67,ErrEx,2,1
2,68,ErrEx,2,1
2,69,ErrEx,2,1
2,70,ErrEx,2,1
2,72,ErrEx,2,0
2,76,ErrEx,1,0
2,77,ErrEx,1,1
2,78,ErrEx,1,1
2,79,ErrEx,1,1
2,80,ErrEx,1,1
2,81,ErrEx,2,1
2,82,ErrEx,2,0
2,83,ErrEx,2,1
2,84,ErrEx,2,0
2,85,ErrEx,2,1
2,87,ErrEx,2,1
2,91,ErrEx,4,1
2,92,ErrEx,4,0
2,93,ErrEx,4,1
2,94,ErrEx,4,1
2,95,ErrEx,4,1
2,96,ErrEx,4,1
2,97,ErrEx,4,0
2,98,ErrEx,4,1
2,99,ErrEx,4,1
2,100,ErrEx,4,1
2,102,ErrEx,4,0
2,106,ErrEx,1,1
2,107,ErrEx,1,1
2,108,ErrEx,1,1
2,109,ErrEx,1,1
2,110,ErrEx,1,0
2,111,ErrEx,1,1
2,112,ErrEx,1,1
2,113,ErrEx,1,0
2,114,ErrEx,1,1
2,115,ErrEx,1,1
2,117,ErrEx,1,1
2,121,ErrEx,1,1
2,122,ErrEx,1,1
2,123,ErrEx,1,1
2,124,ErrEx,1,1
2,126,ErrEx,2,1
2,127,ErrEx,2,1
2,128,ErrEx,2,1
2,129,ErrEx,2,1
2,132,ErrEx,2,1
2,136,ErrEx,1,0
2,137,ErrEx,1,1
2,138,ErrEx,1,1
2,139,ErrEx,1,1
2,140,ErrEx,1,1
2,141,ErrEx,1,0
2,142,ErrEx,1,1
2,143,ErrEx,1,1
2,144,ErrEx,1,1
2,145,ErrEx,1,1
2,147,ErrEx,1,1
2,151,ErrEx,3,1
2,152,ErrEx,3,0
2,154,ErrEx,3,1
2,156,ErrEx,3,1
2,157,ErrEx,3,0
2,159,ErrEx,3,1
2,162,ErrEx,3,0
2,166,ErrEx,1,0
2,167,ErrEx,1,1
2,168,ErrEx,1,1
2,169,ErrEx,1,0
2,171,ErrEx,1,0
2,172,ErrEx,1,1
2,173,ErrEx,1,1
2,174,ErrEx,1,0
2,177,ErrEx,1,1
3,2,PS,1,0
3,4,PS,1,1
3,7,PS,1,0
3,9,PS,1,0
3,10,PS,1,1
3,12,PS,1,0
3,12,PS,1,0
3,17,PS,2,0
3,19,PS,2,0
3,20,PS,2,1
3,22,PS,2,1
3,24,PS,2,0
3,25,PS,2,0
3,27,PS,2,1
3,32,PS,3,0
3,34,PS,3,0
3,35,PS,3,0
3,37,PS,3,0
3,39,PS,3,1
3,40,PS,3,0
3,42,PS,3,0
3,47,PS,2,1
3,49,PS,2,1
3,52,PS,2,1
3,54,PS,2,0
3,57,PS,2,0
3,62,PS,2,0
3,64,PS,2,1
3,65,PS,2,1
3,67,PS,2,0
3,69,PS,2,0
3,72,PS,2,0
3,77,PS,1,0
3,79,PS,1,0
3,80,PS,1,1
3,82,PS,2,0
3,84,PS,2,0
3,85,PS,2,0
3,87,PS,2,0
3,92,PS,4,0
3,94,PS,4,0
3,95,PS,4,0
3,97,PS,4,0
3,99,PS,4,0
3,100,PS,4,0
3,102,PS,4,0
3,107,PS,1,0
3,109,PS,1,1
3,110,PS,1,0
3,112,PS,1,0
3,114,PS,1,0
3,115,PS,1,0
3,117,PS,1,0
3,122,PS,1,1
3,124,PS,1,0
3,127,PS,2,0
3,129,PS,2,0
3,132,PS,2,0
3,137,PS,1,0
3,139,PS,1,0
3,140,PS,1,0
3,142,PS,1,1
3,144,PS,1,0
3,147,PS,1,0
3,152,PS,3,0
3,154,PS,3,1
3,155,PS,3,0
3,157,PS,3,0
3,159,PS,3,0
3,160,PS,3,0
3,162,PS,3,0
3,167,PS,1,0
3,169,PS,1,0
3,172,PS,1,1
3,174,PS,1,0
3,177,PS,1,0
4,2,PS,1,1
4,4,PS,1,1
4,7,PS,1,1
4,9,PS,1,1
4,10,PS,1,1
4,12,PS,1,1
4,17,PS,2,1
4,19,PS,2,0
4,20,PS,2,0
4,22,PS,2,1
4,24,PS,2,1
4,25,PS,2,1
4,27,PS,2,0
4,32,PS,3,0
4,34,PS,3,1
4,35,PS,3,0
4,37,PS,3,0
4,39,PS,3,1
4,40,PS,3,0
4,42,PS,3,1
4,47,PS,2,1
4,49,PS,2,1
4,50,PS,2,1
4,52,PS,2,1
4,54,PS,2,1
4,55,PS,2,1
4,57,PS,2,1
4,62,PS,2,1
4,64,PS,2,1
4,65,PS,2,0
4,67,PS,2,1
4,69,PS,2,1
4,70,PS,2,0
4,72,PS,2,0
4,77,PS,1,1
4,79,PS,1,1
4,80,PS,1,1
4,82,PS,2,0
4,84,PS,2,1
4,85,PS,2,1
4,87,PS,2,1
4,92,PS,4,0
4,94,PS,4,1
4,95,PS,4,1
4,97,PS,4,1
4,99,PS,4,1
4,100,PS,4,1
4,102,PS,4,0
4,107,PS,1,0
4,109,PS,1,1
4,110,PS,1,1
4,112,PS,1,0
4,114,PS,1,0
4,115,PS,1,1
4,117,PS,1,1
4,122,PS,1,1
4,124,PS,1,0
4,125,PS,1,1
4,127,PS,2,1
4,129,PS,2,1
4,132,PS,2,1
4,137,PS,1,1
4,139,PS,1,1
4,140,PS,1,0
4,142,PS,1,1
4,144,PS,1,1
4,145,PS,1,1
4,147,PS,1,1
4,152,PS,3,0
4,154,PS,3,1
4,155,PS,3,1
4,157,PS,3,0
4,159,PS,3,1
4,160,PS,3,1
4,162,PS,3,0
4,167,PS,1,1
4,169,PS,1,1
4,170,PS,1,1
4,172,PS,1,1
4,174,PS,1,1
4,177,PS,1,0
4,182,PS,1,1
4,184,PS,1,1
4,187,PS,1,1
4,189,PS,1,1
4,192,PS,1,1
4,197,PS,2,1
4,199,PS,2,1
4,202,PS,1,1
4,204,PS,1,1
4,207,PS,2,0
4,212,PS,3,1
4,214,PS,3,1
4,217,PS,4,1
4,219,PS,4,1
4,220,PS,4,1
4,222,PS,3,0
4,229,PS,3,1
4,232,PS,2,1
4,234,PS,2,1
4,237,PS,3,1
5,2,PS,1,0
5,4,PS,1,0
5,7,PS,1,0
5,9,PS,1,0
5,10,PS,1,1
5,12,PS,1,0
5,17,PS,2,0
5,19,PS,2,0
5,20,PS,2,1
5,22,PS,2,0
5,24,PS,2,1
5,25,PS,2,1
5,27,PS,2,1
5,32,PS,3,0
5,34,PS,3,1
5,35,PS,3,1
5,37,PS,3,0
5,39,PS,3,0
5,40,PS,3,0
5,42,PS,3,0
5,47,PS,2,1
5,49,PS,2,1
5,52,PS,2,1
5,54,PS,2,1
5,57,PS,2,0
5,62,PS,2,0
5,64,PS,2,1
5,65,PS,2,0
5,67,PS,2,1
5,69,PS,2,1
5,72,PS,2,0
5,77,PS,1,1
5,79,PS,1,0
5,80,PS,1,1
5,82,PS,2,0
5,84,PS,2,1
5,85,PS,2,0
5,87,PS,2,0
5,92,PS,4,0
5,94,PS,4,1
5,95,PS,4,1
5,97,PS,4,1
5,99,PS,4,1
5,100,PS,4,1
5,102,PS,4,0
5,107,PS,1,1
5,109,PS,1,1
5,110,PS,1,1
5,112,PS,1,1
5,114,PS,1,0
5,115,PS,1,1
5,117,PS,1,1
5,122,PS,1,1
5,124,PS,1,1
5,127,PS,2,1
5,129,PS,2,0
5,132,PS,2,0
5,137,PS,1,1
5,139,PS,1,1
5,140,PS,1,0
5,142,PS,1,1
5,144,PS,1,0
5,147,PS,1,1
5,152,PS,3,0
5,154,PS,3,1
5,155,PS,3,1
5,157,PS,3,0
5,159,PS,3,1
5,160,PS,3,1
5,162,PS,3,0
5,167,PS,1,1
5,169,PS,1,1
5,172,PS,1,1
5,174,PS,1,1
5,177,PS,1,1
6,2,PS,1,0
6,4,PS,1,0
6,7,PS,1,1
6,9,PS,1,0
6,10,PS,1,0
6,12,PS,1,0
6,17,PS,2,1
6,19,PS,2,1
6,20,PS,2,0
6,22,PS,2,1
6,24,PS,2,1
6,25,PS,2,1
6,27,PS,2,0
6,32,PS,3,0
6,34,PS,3,1
6,35,PS,3,1
6,37,PS,3,0
6,39,PS,3,1
6,40,PS,3,1
6,42,PS,3,1
6,47,PS,2,0
6,49,PS,2,1
6,50,PS,2,1
6,52,PS,2,1
6,54,PS,2,1
6,55,PS,2,1
6,57,PS,2,1
6,62,PS,2,1
6,64,PS,2,1
6,65,PS,2,0
6,67,PS,2,1
6,69,PS,2,1
6,70,PS,2,0
6,72,PS,2,0
6,77,PS,1,1
6,79,PS,1,1
6,80,PS,1,0
6,82,PS,2,1
6,84,PS,2,0
6,85,PS,2,1
6,87,PS,2,1
6,92,PS,4,1
6,94,PS,4,0
6,95,PS,4,1
6,97,PS,4,1
6,99,PS,4,1
6,100,PS,4,0
6,97,PS,4,1
6,99,PS,4,1
6,100,PS,4,1
6,102,PS,4,0
6,107,PS,1,1
6,109,PS,1,1
6,110,PS,1,1
6,112,PS,1,1
6,114,PS,1,0
6,115,PS,1,1
6,117,PS,1,1
6,122,PS,1,1
6,124,PS,1,1
6,125,PS,1,1
6,127,PS,2,0
6,129,PS,2,1
6,132,PS,2,0
6,137,PS,1,0
6,139,PS,1,0
6,140,PS,1,1
6,142,PS,1,1
6,144,PS,1,0
6,145,PS,1,1
6,147,PS,1,1
6,152,PS,3,0
6,154,PS,3,1
6,155,PS,3,0
6,157,PS,3,0
6,159,PS,3,0
6,160,PS,3,0
6,162,PS,3,0
6,167,PS,1,1
6,169,PS,1,0
6,170,PS,1,0
6,172,PS,1,0
6,174,PS,1,0
6,177,PS,1,1
6,182,PS,1,1
6,184,PS,1,1
6,187,PS,1,0
6,189,PS,1,0
6,192,PS,1,0
6,197,PS,2,0
6,199,PS,2,1
6,202,PS,1,0
6,204,PS,1,1
6,207,PS,2,0
6,212,PS,3,1
6,214,PS,3,0
6,217,PS,4,1
6,219,PS,4,0
6,220,PS,4,1
6,222,PS,3,0
6,229,PS,3,0
6,232,PS,2,1
6,234,PS,2,1
6,237,PS,3,1
7,1,ErrEx,1,0
7,2,ErrEx,1,0
7,3,ErrEx,1,1
7,4,ErrEx,1,1
7,6,ErrEx,1,0
7,7,ErrEx,1,1
7,8,ErrEx,1,1
7,9,ErrEx,1,1
7,10,ErrEx,1,1
7,12,ErrEx,1,1
7,16,ErrEx,2,1
7,17,ErrEx,2,0
7,18,ErrEx,2,1
7,19,ErrEx,2,1
7,20,ErrEx,2,1
7,21,ErrEx,2,0
7,22,ErrEx,2,1
7,23,ErrEx,2,1
7,24,ErrEx,2,1
7,25,ErrEx,2,1
7,27,ErrEx,2,1
7,31,ErrEx,3,0
7,32,ErrEx,3,0
7,33,ErrEx,3,1
7,34,ErrEx,3,0
7,35,ErrEx,3,1
7,36,ErrEx,3,1
7,37,ErrEx,3,0
7,38,ErrEx,3,1
7,39,ErrEx,3,1
7,42,ErrEx,3,1
7,46,ErrEx,2,1
7,47,ErrEx,2,1
7,48,ErrEx,2,0
7,49,ErrEx,2,0
7,51,ErrEx,2,1
7,52,ErrEx,2,0
7,53,ErrEx,2,0
7,54,ErrEx,2,0
7,57,ErrEx,2,0
7,61,ErrEx,2,0
7,62,ErrEx,2,1
7,63,ErrEx,2,1
7,64,ErrEx,2,1
7,65,ErrEx,2,1
7,66,ErrEx,2,0
7,67,ErrEx,2,1
7,68,ErrEx,2,1
7,69,ErrEx,2,1
7,70,ErrEx,2,1
7,72,ErrEx,2,0
7,76,ErrEx,1,0
7,77,ErrEx,1,0
7,78,ErrEx,1,0
7,79,ErrEx,1,1
7,80,ErrEx,1,1
7,81,ErrEx,2,0
7,82,ErrEx,2,0
7,83,ErrEx,2,0
7,84,ErrEx,2,1
7,85,ErrEx,2,1
7,87,ErrEx,2,0
7,91,ErrEx,4,1
7,92,ErrEx,4,0
7,93,ErrEx,4,1
7,94,ErrEx,4,0
7,95,ErrEx,4,0
7,96,ErrEx,4,0
7,97,ErrEx,4,0
7,98,ErrEx,4,1
7,99,ErrEx,4,1
7,100,ErrEx,4,0
7,102,ErrEx,4,0
7,106,ErrEx,1,1
7,107,ErrEx,1,0
7,108,ErrEx,1,0
7,109,ErrEx,1,0
7,110,ErrEx,1,0
7,111,ErrEx,1,0
7,112,ErrEx,1,1
7,113,ErrEx,1,0
7,114,ErrEx,1,0
7,115,ErrEx,1,1
7,117,ErrEx,1,0
7,121,ErrEx,1,1
7,122,ErrEx,1,1
7,123,ErrEx,1,1
7,124,ErrEx,1,1
7,126,ErrEx,2,1
7,127,ErrEx,2,0
7,128,ErrEx,2,1
7,129,ErrEx,2,1
7,132,ErrEx,2,0
7,136,ErrEx,1,1
7,137,ErrEx,1,1
7,138,ErrEx,1,1
7,139,ErrEx,1,1
7,140,ErrEx,1,0
7,142,ErrEx,1,1
7,143,ErrEx,1,1
7,144,ErrEx,1,0
7,145,ErrEx,1,0
7,156,ErrEx,3,0
7,157,ErrEx,3,0
7,159,ErrEx,3,0
7,162,ErrEx,3,0
7,166,ErrEx,1,0
7,167,ErrEx,1,1
7,168,ErrEx,1,1
7,169,ErrEx,1,0
7,171,ErrEx,1,0
7,172,ErrEx,1,1
7,173,ErrEx,1,1
7,174,ErrEx,1,0
7,177,ErrEx,1,0
8,1,ErrEx,1,1
8,2,ErrEx,1,1
8,3,ErrEx,1,1
8,4,ErrEx,1,1
8,6,ErrEx,1,1
8,7,ErrEx,1,1
8,8,ErrEx,1,1
8,9,ErrEx,1,1
8,10,ErrEx,1,1
8,12,ErrEx,1,1
8,16,ErrEx,2,1
8,17,ErrEx,2,1
8,18,ErrEx,2,1
8,19,ErrEx,2,1
8,20,ErrEx,2,1
8,21,ErrEx,2,0
8,22,ErrEx,2,1
8,23,ErrEx,2,1
8,24,ErrEx,2,1
8,25,ErrEx,2,1
8,27,ErrEx,2,1
8,31,ErrEx,3,1
8,32,ErrEx,3,0
8,33,ErrEx,3,0
8,34,ErrEx,3,1
8,35,ErrEx,3,0
8,36,ErrEx,3,0
8,37,ErrEx,3,0
8,38,ErrEx,3,1
8,39,ErrEx,3,1
8,42,ErrEx,3,1
8,46,ErrEx,2,0
8,47,ErrEx,2,1
8,48,ErrEx,2,1
8,49,ErrEx,2,1
8,51,ErrEx,2,1
8,52,ErrEx,2,1
8,53,ErrEx,2,1
8,51,ErrEx,2,0
8,52,ErrEx,2,1
8,53,ErrEx,2,0
8,54,ErrEx,2,1
8,57,ErrEx,2,1
8,61,ErrEx,2,1
8,62,ErrEx,2,1
8,63,ErrEx,2,1
8,64,ErrEx,2,1
8,65,ErrEx,2,1
8,66,ErrEx,2,0
8,67,ErrEx,2,0
8,68,ErrEx,2,1
8,69,ErrEx,2,1
8,70,ErrEx,2,0
8,72,ErrEx,2,0
8,76,ErrEx,1,0
8,77,ErrEx,1,1
8,78,ErrEx,1,1
8,79,ErrEx,1,0
8,80,ErrEx,1,1
8,81,ErrEx,2,1
8,82,ErrEx,2,1
8,83,ErrEx,2,1
8,84,ErrEx,2,1
8,85,ErrEx,2,1
8,87,ErrEx,2,1
8,91,ErrEx,4,0
8,92,ErrEx,4,0
8,93,ErrEx,4,1
8,94,ErrEx,4,1
8,95,ErrEx,4,0
8,96,ErrEx,4,0
8,97,ErrEx,4,0
8,98,ErrEx,4,0
8,99,ErrEx,4,1
8,100,ErrEx,4,1
8,102,ErrEx,4,0
8,106,ErrEx,1,0
8,107,ErrEx,1,1
8,108,ErrEx,1,1
8,109,ErrEx,1,1
8,110,ErrEx,1,1
8,111,ErrEx,1,1
8,112,ErrEx,1,1
8,113,ErrEx,1,1
8,114,ErrEx,1,1
8,115,ErrEx,1,1
8,117,ErrEx,1,0
8,121,ErrEx,1,1
8,122,ErrEx,1,1
8,123,ErrEx,1,1
8,124,ErrEx,1,1
8,126,ErrEx,2,1
8,127,ErrEx,2,1
8,128,ErrEx,2,1
8,129,ErrEx,2,1
8,132,ErrEx,2,1
8,136,ErrEx,1,0
8,137,ErrEx,1,1
8,138,ErrEx,1,1
8,139,ErrEx,1,1
8,140,ErrEx,1,0
8,141,ErrEx,1,0
8,142,ErrEx,1,1
8,143,ErrEx,1,1
8,144,ErrEx,1,1
8,145,ErrEx,1,0
8,147,ErrEx,1,0
8,151,ErrEx,3,1
8,152,ErrEx,3,0
8,154,ErrEx,3,1
8,156,ErrEx,3,1
8,157,ErrEx,3,0
8,159,ErrEx,3,0
8,162,ErrEx,3,0
8,166,ErrEx,1,0
8,167,ErrEx,1,1
8,168,ErrEx,1,1
8,169,ErrEx,1,0
8,171,ErrEx,1,1
8,172,ErrEx,1,1
8,173,ErrEx,1,1
8,174,ErrEx,1,0
8,177,ErrEx,1,0
8,181,ErrEx,1,1
8,182,ErrEx,1,1
8,183,ErrEx,1,1
8,184,ErrEx,1,1
8,186,ErrEx,1,1
8,187,ErrEx,1,1
8,188,ErrEx,1,1
8,189,ErrEx,1,1
8,192,ErrEx,1,1
8,196,ErrEx,2,0
8,197,ErrEx,2,0
8,198,ErrEx,2,0
8,199,ErrEx,2,1
8,201,ErrEx,1,1
8,202,ErrEx,1,1
8,203,ErrEx,1,1
8,204,ErrEx,1,1
8,207,ErrEx,2,0
8,211,ErrEx,1,1
8,212,ErrEx,1,0
8,213,ErrEx,1,0
8,214,ErrEx,1,0
8,216,ErrEx,4,1
8,217,ErrEx,4,0
8,218,ErrEx,4,1
8,219,ErrEx,4,0
8,222,ErrEx,3,0
8,226,ErrEx,2,0
8,227,ErrEx,2,1
8,228,ErrEx,2,0
8,229,ErrEx,2,0
8,231,ErrEx,2,0
8,232,ErrEx,2,1
8,233,ErrEx,2,1
8,234,ErrEx,2,0
8,237,ErrEx,3,1
9,1,ErrEx,1,1
9,2,ErrEx,1,1
9,3,ErrEx,1,1
9,4,ErrEx,1,1
9,6,ErrEx,1,1
9,7,ErrEx,1,1
9,8,ErrEx,1,1
9,9,ErrEx,1,1
9,10,ErrEx,1,0
9,12,ErrEx,1,1
9,16,ErrEx,2,1
9,17,ErrEx,2,1
9,18,ErrEx,2,1
9,19,ErrEx,2,1
9,20,ErrEx,2,1
9,21,ErrEx,2,1
9,22,ErrEx,2,1
9,23,ErrEx,2,1
9,24,ErrEx,2,1
9,25,ErrEx,2,1
9,27,ErrEx,2,1
9,31,ErrEx,3,1
9,32,ErrEx,3,0
9,33,ErrEx,3,1
9,34,ErrEx,3,1
9,35,ErrEx,3,1
9,36,ErrEx,3,1
9,37,ErrEx,3,0
9,38,ErrEx,3,1
9,39,ErrEx,3,1
9,42,ErrEx,3,1
9,46,ErrEx,2,0
9,47,ErrEx,2,0
9,48,ErrEx,2,1
9,49,ErrEx,2,1
9,51,ErrEx,2,0
9,52,ErrEx,2,1
9,53,ErrEx,2,1
9,54,ErrEx,2,1
9,57,ErrEx,2,1
9,61,ErrEx,2,0
9,62,ErrEx,2,1
9,63,ErrEx,2,1
9,64,ErrEx,2,1
9,65,ErrEx,2,1
9,66,ErrEx,2,0
9,67,ErrEx,2,1
9,68,ErrEx,2,1
9,69,ErrEx,2,1
9,70,ErrEx,2,1
9,72,ErrEx,2,0
9,76,ErrEx,1,1
9,77,ErrEx,1,1
9,78,ErrEx,1,1
9,79,ErrEx,1,1
9,80,ErrEx,1,1
9,81,ErrEx,2,0
9,82,ErrEx,2,0
9,83,ErrEx,2,1
9,84,ErrEx,2,1
9,85,ErrEx,2,1
9,87,ErrEx,2,0
9,91,ErrEx,4,1
9,92,ErrEx,4,0
9,93,ErrEx,4,1
9,94,ErrEx,4,1
9,95,ErrEx,4,1
9,96,ErrEx,4,1
9,97,ErrEx,4,0
9,98,ErrEx,4,1
9,99,ErrEx,4,0
9,100,ErrEx,4,1
9,102,ErrEx,4,0
9,106,ErrEx,1,0
9,107,ErrEx,1,1
9,108,ErrEx,1,1
9,109,ErrEx,1,1
9,110,ErrEx,1,0
9,111,ErrEx,1,1
9,112,ErrEx,1,1
9,113,ErrEx,1,1
9,114,ErrEx,1,1
9,115,ErrEx,1,1
9,117,ErrEx,1,1
9,121,ErrEx,1,1
9,122,ErrEx,1,1
9,123,ErrEx,1,1
9,124,ErrEx,1,1
9,126,ErrEx,2,1
9,127,ErrEx,2,1
9,128,ErrEx,2,1
9,129,ErrEx,2,1
9,132,ErrEx,2,1
9,136,ErrEx,1,1
9,137,ErrEx,1,1
9,138,ErrEx,1,1
9,139,ErrEx,1,1
9,140,ErrEx,1,1
9,141,ErrEx,1,0
9,142,ErrEx,1,1
9,143,ErrEx,1,1
9,144,ErrEx,1,1
9,145,ErrEx,1,0
9,147,ErrEx,1,1
9,151,ErrEx,3,0
9,152,ErrEx,3,0
9,154,ErrEx,3,1
9,156,ErrEx,3,0
9,157,ErrEx,3,0
9,159,ErrEx,3,1
9,162,ErrEx,3,0
9,166,ErrEx,1,1
9,167,ErrEx,1,1
9,168,ErrEx,1,1
9,169,ErrEx,1,0
9,171,ErrEx,1,0
9,172,ErrEx,1,0
9,173,ErrEx,1,1
9,174,ErrEx,1,0
9,177,ErrEx,1,1
10,1,ErrEx,1,1
10,2,ErrEx,1,1
10,3,ErrEx,1,1
10,4,ErrEx,1,1
10,6,ErrEx,1,1
10,7,ErrEx,1,1
10,8,ErrEx,1,1
10,9,ErrEx,1,1
10,10,ErrEx,1,1
10,12,ErrEx,1,1
10,16,ErrEx,2,1
10,17,ErrEx,2,1
10,18,ErrEx,2,1
10,19,ErrEx,2,1
10,20,ErrEx,2,1
10,21,ErrEx,2,1
10,22,ErrEx,2,1
10,23,ErrEx,2,1
10,24,ErrEx,2,1
10,25,ErrEx,2,1
10,27,ErrEx,2,1
10,31,ErrEx,3,0
10,32,ErrEx,3,0
10,33,ErrEx,3,1
10,34,ErrEx,3,1
10,35,ErrEx,3,1
10,36,ErrEx,3,1
10,37,ErrEx,3,0
10,38,ErrEx,3,1
10,39,ErrEx,3,1
10,42,ErrEx,3,0
10,46,ErrEx,2,1
10,47,ErrEx,2,0
10,48,ErrEx,2,1
10,49,ErrEx,2,1
10,51,ErrEx,2,1
10,52,ErrEx,2,1
10,53,ErrEx,2,1
10,54,ErrEx,2,1
10,57,ErrEx,2,1
10,61,ErrEx,2,1
10,62,ErrEx,2,1
10,63,ErrEx,2,1
10,64,ErrEx,2,1
10,65,ErrEx,2,1
